des(0,231,107)
(52,"P3_TAIL",1)
(52,"P0_TAIL",37)
(52,"P1_0",68)
(52,"P2_0",71)
(53,"P1_1",72)
(54,"P2_1",73)
(55,"P3_1",74)
(56,"P1_TAIL",73)
(56,"P3_0",75)
(57,"P1_TAIL",74)
(57,"P2_0",76)
(58,"P1_3",75)
(59,"P1_3",76)
(60,"P2_TAIL",8)
(60,"P0_0",77)
(60,"P1_2",78)
(60,"P3_0",79)
(61,"P2_3",79)
(62,"P2_TAIL",5)
(62,"P0_TAIL",44)
(62,"P1_1",77)
(63,"P2_TAIL",7)
(63,"P0_TAIL",46)
(63,"P3_1",80)
(64,"P2_TAIL",10)
(64,"P0_0",80)
(64,"P1_0",81)
(64,"P3_2",82)
(65,"P2_3",81)
(66,"P3_3",83)
(67,"P3_TAIL",8)
(67,"P2_0",83)
(67,"P0_0",84)
(67,"P1_2",85)
(68,"P3_TAIL",5)
(68,"P0_TAIL",49)
(68,"P1_1",84)
(69,"P3_3",86)
(70,"P3_TAIL",9)
(70,"P1_0",86)
(70,"P0_0",87)
(70,"P2_2",88)
(71,"P3_TAIL",6)
(71,"P0_TAIL",51)
(71,"P2_1",87)
(72,"P2_0",89)
(72,"P3_0",90)
(73,"P1_0",91)
(73,"P3_0",92)
(74,"P1_0",93)
(74,"P2_0",94)
(75,"P1_TAIL",92)
(76,"P1_TAIL",94)
(77,"P2_TAIL",11)
(77,"P0_TAIL",60)
(77,"P3_0",95)
(78,"P2_TAIL",14)
(78,"P3_0",96)
(79,"P2_TAIL",16)
(79,"P0_0",95)
(79,"P1_2",96)
(80,"P2_TAIL",13)
(80,"P0_TAIL",64)
(80,"P1_0",97)
(81,"P2_TAIL",20)
(81,"P0_0",97)
(81,"P3_2",98)
(82,"P2_TAIL",22)
(82,"P1_0",98)
(83,"P3_TAIL",15)
(83,"P0_0",99)
(83,"P1_2",100)
(84,"P3_TAIL",11)
(84,"P0_TAIL",67)
(84,"P2_0",99)
(85,"P3_TAIL",14)
(85,"P2_0",100)
(86,"P3_TAIL",17)
(86,"P0_0",101)
(86,"P2_2",102)
(87,"P3_TAIL",12)
(87,"P0_TAIL",70)
(87,"P1_0",101)
(88,"P3_TAIL",18)
(88,"P1_0",102)
(95,"P2_TAIL",24)
(95,"P0_TAIL",79)
(96,"P2_TAIL",31)
(96,"P3_1",103)
(97,"P2_TAIL",27)
(97,"P0_TAIL",81)
(98,"P2_TAIL",35)
(98,"P1_1",104)
(99,"P3_TAIL",23)
(99,"P0_TAIL",83)
(100,"P3_TAIL",30)
(100,"P2_1",105)
(101,"P3_TAIL",25)
(101,"P0_TAIL",86)
(102,"P3_TAIL",32)
(102,"P1_1",106)
(103,"P2_TAIL",42)
(104,"P2_TAIL",48)
(105,"P3_TAIL",41)
(106,"P3_TAIL",43)
